,X,Y
0,37.454011884736246,126.74670145416285
1,95.07143064099162,293.9279747348746
2,73.1993941811405,225.4416997195391
3,59.86584841970366,183.5865083032181
4,15.601864044243651,39.020372229056676
5,15.599452033620265,46.59991401691371
6,5.8083612168199465,19.818695940861964
7,86.61761457749351,277.4240659946697
8,60.11150117432088,190.77068641864724
9,70.80725777960456,201.79137178518633
10,2.0584494295802447,16.416187982688683
11,96.99098521619943,294.12213284443516
12,83.24426408004217,249.96357223706693
13,21.233911067827616,76.81849609189152
14,18.182496720710063,71.8574853870897
15,18.34045098534338,71.33415414719212
16,30.42422429595377,89.88049765563494
17,52.475643163223786,161.3348057311592
18,43.194501864211574,139.89613990667036
19,29.122914019804192,104.12419333063616
20,61.18528947223795,185.76412603826094
21,13.949386065204184,46.99156842897438
22,29.214464853521815,83.58004482050515
23,36.63618432936917,104.94648674730081
24,45.606998421703594,151.94625348905276
25,78.51759613930136,256.1151887036123
26,19.967378215835975,66.18203343170458
27,51.42344384136116,171.3056605030037
28,59.24145688620425,188.34073090908907
29,4.645041271999773,14.483926269948075
30,60.75448519014384,192.87741162551566
31,17.052412368729154,73.53760277084716
32,6.505159298527952,26.15721750448434
33,94.88855372533332,307.31209773414
34,96.56320330745594,270.4921588814704
35,80.83973481164611,257.7382294786906
36,30.46137691733707,99.25460143439291
37,9.767211400638388,33.31156069725649
38,68.42330265121569,213.1875157190021
39,44.01524937396013,119.17005897587147
40,12.203823484477883,41.41475157505853
41,49.51769101112702,159.12419874849851
42,3.4388521115218396,32.09549678198068
43,90.9320402078782,274.6134184408981
44,25.87799816000169,76.5490584510732
45,66.2522284353982,200.73911487034923
46,31.171107608941096,109.66734400384402
47,52.00680211778108,166.30791744994008
48,54.67102793432797,165.71548176531348
49,18.485445552552704,67.58901098879167
